timestamp,latitude,longitude
1615455325,-25.4873,131.0580
1615455385,-22.6665,133.6721
1615455445,-19.7723,136.1904
1615455505,-16.8365,138.6094
1615455565,-13.8662,140.9471
1615455625,-10.8942,143.2003
1615455685,-7.8769,145.4223
1615455745,-4.8450,147.6088
1615455805,-1.8292,149.7557
1615455865,1.2156,151.9130
