timestamp,latitude,longitude
1615454784,-46.6896,98.3852
1615454844,-44.9320,103.0866
1615454904,-42.9734,107.4773
1615454965,-40.8385,111.5697
1615455024,-38.5699,115.3517
1615455085,-36.1300,118.9374
